Symbol,Company Name,Security Price,Volume (90 Day Avg),Market Capitalization,Dividend Yield,Company Headquarters Location,Sector,Industry,Optionable
SGML,Sigma Lithium Corp,24.17,0.44216,$2.43B,,Brazil,Materials,Metals & Mining,No
COLB,Columbia Banking System Inc,30.93,0.81987,$2.43B,3.87973,United States of America,Financials,Banks,Yes (Option Chain)
GDRX,GoodRx Holdings Inc,6.11,3.09966,$2.43B,,United States of America,Health Care,Health Care Technology,Yes (Option Chain)
TWST,Twist Bioscience Corp,43.1,1.17954,$2.43B,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
AVAV,AeroVironment Inc,97.12,0.2553,$2.43B,,United States of America,Industrials,Aerospace & Defense,Yes (Option Chain)
IOSP,Innospec Inc,97.84,0.09793,$2.43B,1.24693,United States of America,Materials,Chemicals,Yes (Option Chain)
EQRX,EQRx Inc,4.96,2.10224,$2.42B,,United States of America,Health Care,Biotechnology,No
CALM,Cal Maine Foods Inc,54.84,0.73296,$2.42B,1.59373,United States of America,Consumer Staples,Food Products,Yes (Option Chain)
FRME,First Merchants Corp,40.64,0.19344,$2.42B,3.14961,United States of America,Financials,Banks,Yes (Option Chain)
PING,Ping Identity Holding Corp,28.13,1.53082,$2.42B,,United States of America,Information Technology,Software,Yes (Option Chain)
PEB,Pebblebrook Hotel Trust,18.35,1.69208,$2.41B,0.21798,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
LFG,Archaea Energy Inc,20.13,1.30801,$2.41B,,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
BRC,Brady Corp,48.0,0.23798,$2.41B,1.875,United States of America,Industrials,Commercial Services & Supplies,Yes (Option Chain)
SCL,Stepan Co,107.92,0.07939,$2.41B,1.24166,United States of America,Materials,Chemicals,Yes (Option Chain)
YELP,Yelp Inc,34.16,0.91984,$2.40B,,United States of America,Communication Services,Interactive Media & Services,Yes (Option Chain)
SABR,Sabre Corp,7.31,8.13619,$2.40B,,United States of America,Information Technology,IT Services,Yes (Option Chain)
CDEV,Centennial Resource Development Inc,8.38,9.63021,$2.39B,,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
ACLS,Axcelis Technologies Inc.,72.29,0.43244,$2.39B,,United States of America,Information Technology,Semiconductors & Semiconductor Equipment,Yes (Option Chain)
IBA,Industrias Bachoco SAB De CV,47.715,0.01459,$2.39B,2.05524,Mexico,Consumer Staples,Food Products,No
BLDP,Ballard Power Systems Inc,7.99,4.37445,$2.38B,,Canada,Industrials,Electrical Equipment,Yes (Option Chain)
GBDC,Golub Capital BDC Inc,13.92,0.91482,$2.38B,8.62069,United States of America,Financials,Capital Markets,Yes (Option Chain)
HAYW,Hayward Holdings Inc,11.0,1.71168,$2.38B,,United States of America,Industrials,Building Products,No
TROX,Tronox Holdings plc,15.38,1.03353,$2.38B,3.25098,United States of America,Materials,Chemicals,Yes (Option Chain)
GKOS,Glaukos Corp,49.89,0.49587,$2.37B,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
PI,Impinj Inc,92.75,0.33737,$2.37B,,United States of America,Information Technology,Semiconductors & Semiconductor Equipment,Yes (Option Chain)
TEX,Terex Corp,34.89,0.75319,$2.37B,1.4904,United States of America,Industrials,Machinery,Yes (Option Chain)
CLBK,Columbia Financial Inc,21.4,0.15114,$2.36B,,United States of America,Financials,Thrifts & Mortgage Finance,Yes (Option Chain)
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,55.57,0.05115,$2.36B,7.69309,Mexico,Industrials,Transportation Infrastructure,No
SHO,Sunstone Hotel Investors Inc,11.11,4.21724,$2.36B,,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
ARVN,Arvinas Inc,44.22,0.4626,$2.35B,,United States of America,Health Care,Pharmaceuticals,Yes (Option Chain)
VERV,Verve Therapeutics Inc,39.22,0.94997,$2.35B,,United States of America,Health Care,Biotechnology,No
IMCR,Immunocore Holdings plc,53.51,0.20851,$2.35B,,United Kingdom,Health Care,Biotechnology,No
MDC,M.D.C. Holdings Inc.,32.95,0.57338,$2.34B,6.0698,United States of America,Consumer Discretionary,Household Durables,Yes (Option Chain)
GCP,GCP Applied Technologies Inc,31.61,0.66622,$2.34B,,United States of America,Materials,Chemicals,Yes (Option Chain)
DAN,Dana Inc,16.29,1.27365,$2.34B,2.45549,United States of America,Consumer Discretionary,Auto Components,Yes (Option Chain)
CPK,Chesapeake Utilities Corp.,131.35,0.06507,$2.33B,1.62923,United States of America,Utilities,Gas Utilities,Yes (Option Chain)
UTZ,Utz Brands Inc,16.61,0.57388,$2.33B,1.30042,United States of America,Consumer Staples,Food Products,Yes (Option Chain)
LEN/B,Lennar Corp,63.95,0.10438,$2.33B,2.34558,United States of America,Consumer Discretionary,Household Durables,No
WLY,John Wiley & Sons Inc.,49.86,0.21799,$2.33B,2.78781,United States of America,Communication Services,Media,No
NTCT,NetScout Systems Inc,32.52,0.53463,$2.32B,,United States of America,Information Technology,Communications Equipment,Yes (Option Chain)
YY,JOYY Inc,32.43,0.63518,$2.32B,6.29047,Singapore,Communication Services,Interactive Media & Services,Yes (Option Chain)
HEP,Holly Energy Partners LP,18.37,0.17279,$2.32B,7.62112,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
MPLN,MultiPlan Corp,3.63,2.05713,$2.32B,,United States of America,Health Care,Health Care Technology,Yes (Option Chain)
SAGE,Sage Therapeutics Inc,39.01,0.72817,$2.32B,,United States of America,Health Care,Biotechnology,Yes (Option Chain)
EVCM,EverCommerce Inc,11.89,0.19963,$2.31B,,United States of America,Information Technology,Software,No
OMI,Owens & Minor Inc.,30.34,0.71505,$2.31B,0.03296,United States of America,Health Care,Health Care Providers & Services,Yes (Option Chain)
QTWO,Q2 Holdings Inc,40.35,0.49879,$2.31B,,United States of America,Information Technology,Software,Yes (Option Chain)
ENIC,Enel Chile SA,1.67,0.58472,$2.31B,1.30257,Chile,Utilities,Electric Utilities,Yes (Option Chain)
JOE,St. Joe Co (The),39.11,0.19431,$2.30B,1.02276,United States of America,Real Estate,Real Estate Management & Development,Yes (Option Chain)
ATSG,Air Transport Services Group Inc,30.97,0.37491,$2.30B,,United States of America,Industrials,Air Freight & Logistics,Yes (Option Chain)
XENE,Xenon Pharmaceuticals Inc,36.97,0.50651,$2.30B,,Canada,Health Care,Biotechnology,Yes (Option Chain)
CBZ,CBIZ Inc,44.76,0.23185,$2.30B,,United States of America,Industrials,Professional Services,Yes (Option Chain)
KEN,Kenon Holdings Ltd,42.7,0.04808,$2.30B,9.28571,Singapore,Utilities,Independent Power and Renewable Electricity Producers,No
NAVI,Navient Corporation,16.18,1.42009,$2.30B,3.9555,United States of America,Financials,Consumer Finance,Yes (Option Chain)
RLX,RLX Technology Inc,1.48,7.04631,$2.29B,,China,Consumer Staples,Tobacco,Yes (Option Chain)
NEOG,Neogen Corp,21.23,1.94456,$2.29B,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
UPWK,Upwork Inc,17.5,1.36231,$2.28B,,United States of America,Industrials,Professional Services,Yes (Option Chain)
CARG,CarGurus Inc,19.2,1.25123,$2.28B,,United States of America,Communication Services,Interactive Media & Services,Yes (Option Chain)
PD,PagerDuty Inc,25.89,1.07217,$2.27B,,United States of America,Information Technology,Software,Yes (Option Chain)
NUVA,NuVasive Inc,43.58,0.53083,$2.27B,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
FCPT,Four Corners Property Trust Inc,27.84,0.46337,$2.27B,4.7773,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
UNIT,Uniti Group Inc,9.55,1.568,$2.27B,6.28272,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
MOG/A,Moog Inc.,78.22,0.13256,$2.27B,1.32958,United States of America,Industrials,Aerospace & Defense,Yes (Option Chain)
ESTE,Earthstone Energy Inc,16.32,1.70419,$2.26B,,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
STEM,Stem Inc,14.63,4.01724,$2.26B,,United States of America,Industrials,Electrical Equipment,No
LGIH,LGI Homes Inc,96.59,0.29059,$2.25B,,United States of America,Consumer Discretionary,Household Durables,Yes (Option Chain)
FA,First Advantage Corp,14.65,0.46379,$2.24B,,United States of America,Industrials,Professional Services,No
WMK,Weis Markets Inc.,83.05,0.07472,$2.23B,1.54124,United States of America,Consumer Staples,Food & Staples Retailing,Yes (Option Chain)
EVTC,EVERTEC Inc,33.45,0.34543,$2.23B,0.59791,United States of America,Information Technology,IT Services,Yes (Option Chain)
GPRE,Green Plains Inc,37.96,1.05469,$2.23B,,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
STR,Sitio Royalties Corp,26.6,0.24445,$2.23B,10.67669,United States of America,Energy,"Oil, Gas & Consumable Fuels",No
BRCC,BRC Inc,10.54,0.80376,$2.23B,,United States of America,Consumer Staples,Food Products,No
ZG,Zillow Group Inc,34.11,1.05134,$2.22B,,United States of America,Real Estate,Real Estate Management & Development,Yes (Option Chain)
SAH,Sonic Automotive Inc.,56.48,0.41301,$2.22B,1.77054,United States of America,Consumer Discretionary,Specialty Retail,Yes (Option Chain)
SGTZY,Surgutneftegas PJSC,0.62,,$2.21B,,Russia,Energy,"Oil, Gas & Consumable Fuels",No
BAK,Braskem SA,12.84,0.232,$2.21B,25.74086,Brazil,Materials,Chemicals,No
SBLK,Star Bulk Carriers Corp,21.53,2.63419,$2.21B,30.6549,Greece,Industrials,Marine,Yes (Option Chain)
VRNOF,Verano Holdings Corp,6.93,0.36803,$2.21B,,United States of America,Health Care,Pharmaceuticals,No
HL,Hecla Mining Co,4.08,7.09013,$2.21B,0.61275,United States of America,Materials,Metals & Mining,Yes (Option Chain)
PAYO,Payoneer Global Inc,6.37,3.6304,$2.21B,,United States of America,Information Technology,IT Services,No
CVCO,Cavco Industries Inc,247.94,0.05522,$2.21B,,United States of America,Consumer Discretionary,Household Durables,Yes (Option Chain)
ITGR,Integer Holdings Corp,66.58,0.16786,$2.21B,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
ITRI,Itron Inc,48.88,0.35997,$2.20B,,United States of America,Information Technology,"Electronic Equipment, Instruments & Components",Yes (Option Chain)
TXSP,Taxus Pharmaceuticals Holdings Inc,27.0001,,$2.20B,,United States of America,Consumer Discretionary,Specialty Retail,No
MLKN,MillerKnoll Inc,28.99,0.40874,$2.20B,2.5871,United States of America,Industrials,Commercial Services & Supplies,No
PRK,Park National Corp,135.14,0.03138,$2.20B,3.07829,United States of America,Financials,Banks,Yes (Option Chain)
FROG,JFrog Ltd,22.07,0.95803,$2.19B,,United States of America,Information Technology,Software,Yes (Option Chain)
GNW,Genworth Financial Inc,4.35,3.28067,$2.19B,,United States of America,Financials,Insurance,Yes (Option Chain)
KAI,Kadant Inc.,187.7,0.03713,$2.19B,0.55408,United States of America,Industrials,Machinery,Yes (Option Chain)
ATRC,AtriCure Inc,47.04,0.27498,$2.18B,,United States of America,Health Care,Health Care Equipment & Supplies,Yes (Option Chain)
GMS,GMS Inc,51.14,0.25125,$2.18B,,United States of America,Industrials,Trading Companies & Distributors,Yes (Option Chain)
ESE,ESCO Technologies Inc.,84.24,0.09422,$2.18B,0.37987,United States of America,Industrials,Machinery,Yes (Option Chain)
PRMW,Primo Water Corp,13.54,0.91413,$2.18B,2.06795,United States of America,Consumer Staples,Beverages,Yes (Option Chain)
ASTS,AST SpaceMobile Inc,11.87,,$2.17B,,United States of America,Communication Services,Diversified Telecommunication Services,No
ANGI,Angi Inc,4.31,1.58534,$2.17B,,United States of America,Communication Services,Interactive Media & Services,Yes (Option Chain)
WAFD,Washington Federal Inc.,33.19,0.37291,$2.17B,2.89244,United States of America,Financials,Banks,Yes (Option Chain)
FRPT,Freshpet Inc,45.32,0.91234,$2.17B,,United States of America,Consumer Staples,Food Products,Yes (Option Chain)
YPF,Ypf Sociedad Anonima Yacimientos Petroliferos Fisc,5.51,1.97727,$2.17B,,Argentina,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
CNO,CNO Financial Group Inc,18.91,0.95388,$2.16B,2.9614,United States of America,Financials,Insurance,Yes (Option Chain)
NEE/PQ,NextEra Energy Inc,54.01,0.1727,$2.16B,5.75745,United States of America,Utilities,Electric Utilities,No
KTB,Kontoor Brands Inc,39.0,0.47877,$2.16B,4.71795,United States of America,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Yes (Option Chain)
AGTI,Agiliti Inc,16.21,0.20465,$2.16B,,United States of America,Health Care,Health Care Providers & Services,No
ROIC,Retail Opportunity Investments Corp,17.33,1.04343,$2.16B,3.4622,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
NVEE,NV5 Global Inc,138.67,0.06905,$2.16B,,United States of America,Industrials,Construction & Engineering,Yes (Option Chain)
COMM,CommScope Holding Co Inc,10.31,3.84671,$2.15B,,United States of America,Information Technology,Communications Equipment,Yes (Option Chain)
HCM,HUTCHMED (China) Limited,12.41,0.54312,$2.15B,,Hong Kong,Health Care,Pharmaceuticals,No
NAPA,The Duckhorn Portfolio Inc,18.62,0.44411,$2.14B,,United States of America,Consumer Staples,Beverages,No
ALVO,Alvotech,8.8,,$2.14B,,Iceland,Health Care,Biotechnology,No
DSEY,Diversey Holdings Ltd,6.61,1.10092,$2.14B,,United States of America,Materials,Chemicals,No
ARCB,ArcBest Corp,87.32,0.27638,$2.14B,0.5497,United States of America,Industrials,Road & Rail,Yes (Option Chain)
MANU,Manchester United Plc,13.14,0.61798,$2.14B,1.36986,United Kingdom,Communication Services,Entertainment,Yes (Option Chain)
EPC,Edgewell Personal Care Co,41.28,0.40375,$2.14B,1.45349,United States of America,Consumer Staples,Personal Products,Yes (Option Chain)
MAC,Macerich Co (The),9.92,2.81449,$2.13B,6.04839,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
NUS,Nu Skin Enterprises Inc.,42.28,0.51138,$2.13B,3.64238,United States of America,Consumer Staples,Personal Products,Yes (Option Chain)
TOWN,Townebank,29.22,0.16177,$2.12B,3.14853,United States of America,Financials,Banks,Yes (Option Chain)
RUSHA,Rush Enterprises Inc,49.5,0.19885,$2.12B,1.69697,United States of America,Industrials,Trading Companies & Distributors,Yes (Option Chain)
PIPR,Piper Sandler Cos,121.67,0.10489,$2.12B,1.97255,United States of America,Financials,Capital Markets,Yes (Option Chain)
JSFCF,Sistema PJSFC,4.51,,$2.12B,,Russia,Communication Services,Wireless Telecommunication Services,No
TRN,Trinity Industries Inc,25.79,0.85474,$2.11B,3.56727,United States of America,Industrials,Machinery,Yes (Option Chain)
FFBC,First Financial Bancorp.,22.29,0.32379,$2.11B,4.12741,United States of America,Financials,Banks,Yes (Option Chain)
OI,O I Glass Inc,13.58,1.17284,$2.11B,,United States of America,Materials,Containers & Packaging,Yes (Option Chain)
BOOT,Boot Barn Holdings Inc,70.9,0.68929,$2.11B,,United States of America,Consumer Discretionary,Specialty Retail,Yes (Option Chain)
PRGS,Progress Software Corp,48.62,0.293,$2.11B,1.43974,United States of America,Information Technology,Software,Yes (Option Chain)
DK,Delek US Holdings Inc,29.68,1.5416,$2.11B,2.69542,United States of America,Energy,"Oil, Gas & Consumable Fuels",Yes (Option Chain)
ETWO,E2open Parent Holdings Inc,6.98,2.11723,$2.11B,,United States of America,Information Technology,Software,Yes (Option Chain)
FBC,Flagstar Bancorp Inc,39.5,0.43254,$2.11B,0.60759,United States of America,Financials,Thrifts & Mortgage Finance,Yes (Option Chain)
TEO,Telecom Argentina SA,4.89,0.11247,$2.11B,9.29051,Argentina,Communication Services,Diversified Telecommunication Services,Yes (Option Chain)
BANR,Banner Corp,61.59,0.16468,$2.11B,2.85761,United States of America,Financials,Banks,Yes (Option Chain)
CTRE,CareTrust REIT Inc,21.68,0.68536,$2.10B,5.0738,United States of America,Real Estate,Equity Real Estate Investment Trusts (REITs),Yes (Option Chain)
ITCB,Itau Corpbanca,3.24,0.01332,$2.10B,5.09398,Chile,Financials,Banks,No
GOGO,Gogo Inc,16.3,0.75567,$2.10B,,United States of America,Communication Services,Wireless Telecommunication Services,Yes (Option Chain)
VCSA,Vacasa Inc,4.87,2.06862,$2.10B,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",No
ERJ,Embraer SA,11.4,2.27813,$2.09B,,Brazil,Industrials,Aerospace & Defense,Yes (Option Chain)
GOGL,Golden Ocean Group Ltd,10.44,3.99084,$2.09B,22.98851,Bermuda,Industrials,Marine,Yes (Option Chain)
ENR,Energizer Holdings Inc,29.32,0.62189,$2.09B,4.09277,United States of America,Consumer Staples,Household Products,Yes (Option Chain)
BUR,Burford Capital Ltd,9.53,0.22699,$2.08B,1.31165,Guernsey,Financials,Diversified Financial Services,Yes (Option Chain)
SSTK,Shutterstock Inc,57.91,0.36832,$2.08B,1.65774,United States of America,Communication Services,Interactive Media & Services,Yes (Option Chain)
STER,Sterling Check Corp,21.61,0.24593,$2.08B,,United States of America,Industrials,Professional Services,No
VZIO,VIZIO Holdings Inc,10.76,0.85208,$2.08B,,United States of America,Consumer Discretionary,Household Durables,No
LBRDA,Liberty Broadband Corp,104.39,0.31709,$2.07B,,United States of America,Communication Services,Media,Yes (Option Chain)
VERX,Vertex Inc,13.82,0.11188,$2.07B,,United States of America,Information Technology,Software,No
PLAY,Dave & Buster's Entertainment Inc,42.26,1.09132,$2.07B,,United States of America,Consumer Discretionary,"Hotels, Restaurants & Leisure",Yes (Option Chain)
UDMY,UDEMY INC,14.66,0.79765,$2.06B,,United States of America,Consumer Discretionary,Diversified Consumer Services,No
