ticker,sector,industry,earnings_date,currency,curr_price_date,foll_price_date,current_price,following_price,percent_change,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
EA,Communication Services,Entertainment,2017-03-31,USD,2017-04-07,2018-03-09,88.0528,127.5093,0.4481004579070738,3547000000,4845000000,1298000000,1298000000,1224000000,1112000000,1205000000,2323000000,None,-47000000,25000000,47000000,6000000,-14000000,115000000,6000000,1210000000,243000000,47000000,967000000,964000000,1257000000,1263000000,967000000,2628000000,43000000,None,195000000,33000000,117000000,123000000,136000000,None,967000000,-759000000,-534000000,None,508000000,508000000,None,None,None,None,None,None,None,-436000000,None,72000000,-18000000,7718000000,5199000000,2565000000,4532000000,None,359000000,2241000000,434000000,881000000,1715000000,8000000,1707000000,None,None,1967000000,308000000,84000000,3658000000,2415000000,87000000,1539000000,None,990000000,1252000000,None,990000000,990000000,990000000,990000000,1539000000,148000000,4060000000,None,3027000000,3000000,308000000
TU,Communication Services,Diversified Telecommunication Services,2017-12-31,USD,2018-01-05,2018-12-07,15.6236,15.2947,-0.02105148621316464,7267000000,13202000000,5935000000,5935000000,2522000000,2595000000,0,4745000000,None,-565000000,-554000000,572000000,None,0,None,2169000000,2032000000,553000000,None,1479000000,None,2585000000,4754000000,1460000000,3947000000,None,None,None,None,2169000000,3081000000,0,-60000000,None,-3643000000,-227000000,None,None,None,None,1082000000,1082000000,None,None,None,None,0,None,0,0,29548000000,2884000000,509000000,509000000,378000000,None,26664000000,11368000000,0,10658000000,10658000000,4217000000,None,56000000,0,278000000,365000000,21285000000,5190000000,None,None,None,1504000000,16095000000,0,12256000000,1504000000,None,13760000000,2187000000,67000000,8221000000,0,2595000000,5205000000,1186000000
MFG,Financials,Banks,2017-03-31,JPY,2017-04-07,2018-03-09,3.4268,3.6416,0.06268238589938131,0,2094444000000,0,0,0,1234063000000,0,23757000000,None,907318000000,1509030000000,577734000000,None,0,None,171202000000,480375000000,91244000000,None,389131000000,None,480375000000,None,362440000000,1213308000000,None,None,None,None,171202000000,430913000000,0,0,None,5796391000000,11869753000000,None,None,None,None,190031000000,190031000000,None,None,None,None,-3131000000,None,0,0,200456304000000,198225708000000,47709829000000,47709829000000,0,None,2230596000000,1136329000000,0,94147000000,94147000000,95176000000,None,49968040000000,20557118000000,11015939000000,-39898767000000,191684247000000,169653140000000,None,None,None,5599700000000,0,40947000000,14529414000000,1476612000000,None,20129114000000,7267094000000,0,8261357000000,-4849000000,918894000000,2256275000000,12690159798
ZM,Information Technology,Software,2020-01-31,USD,2020-02-07,2021-01-08,88.64,349.61,2.9441561371841156,507262000,622658000,542883000,115396000,12696000,427487000,67079000,494566000,None,13666000,13666000,None,622658000,None,16400000,16449000,26362000,1057000,None,25305000,26249000,12696000,42811000,25305000,151892000,9774000,None,104256000,89520000,16449000,38225000,64715000,None,25305000,-499468000,615690000,None,None,0,None,None,None,None,542492000,None,None,567143000,None,268114000,None,354565000,276719000,63624000,63624000,None,None,77846000,37275000,11468000,None,None,None,None,None,112777000,989000,11508000,202452000,152341000,4963000,None,None,None,34892000,None,14858000,None,None,None,6656000,39460000,152113000,None,-25153000,89000,90327435
DLTR,Consumer Discretionary,Multiline Retail,2018-02-03,USD,2018-02-09,2019-01-11,107.62,97.28,-0.09607879576286939,7021900000,21943700000,20334100000,15223600000,1999100000,5004300000,None,5110500000,None,-301800000,-299500000,2300000,22245500000,6700000,542000000,69200000,1704000000,-10300000,2300000,1714300000,1719600000,1999100000,1775500000,1714300000,1510200000,286500000,None,-36800000,415500000,611200000,632200000,None,300900000,1714300000,-627900000,-651500000,None,0,0,None,None,None,None,None,0,None,35000000,None,230800000,600000,16332800000,4576300000,1097800000,1097800000,3169300000,None,11748500000,3200700000,3690600000,8505300000,3480100000,5025200000,None,8000000,0,309200000,55300000,9150500000,2859100000,1174800000,None,915900000,915900000,6291400000,None,5732700000,915900000,4762100000,5732700000,736900000,400300000,7182300000,None,4666900000,2400000,237300000
AJG,Financials,Insurance,2017-12-31,USD,2018-01-05,2018-12-07,58.8273,70.6406,0.2008132278720935,1627500000,6159600000,4532100000,1635900000,775000000,2890000000,None,829100000,56300000,-124100000,-124100000,124100000,1645700000,None,121100000,385800000,324200000,-157100000,124100000,499200000,681700000,448300000,851900000,481300000,854200000,180600000,None,336300000,452200000,385800000,129200000,-220300000,None,516900000,-511000000,-47800000,-88000000,17700000,0,None,282700000,282700000,None,60400000,648000000,None,42800000,None,1178700000,None,14909700000,7269400000,681200000,681200000,None,None,6830500000,412200000,468400000,5809400000,1644600000,4164800000,10400000,None,1623800000,881600000,567100000,10610000000,6730200000,None,430600000,290000000,290000000,3873500000,None,19700000,441100000,2691900000,309700000,56400000,1112600000,4235600000,None,1221800000,181000000,181000000
LNG,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,54.8692,59.9188,0.09202977262289222,2219000000,5601000000,3382000000,3120000000,1388000000,256000000,10000000,4213000000,None,-747000000,-740000000,747000000,13000000,18000000,354000000,None,-390000000,3000000,847000000,563000000,-393000000,357000000,357000000,-393000000,1231000000,305000000,None,259000000,75000000,356000000,3357000000,2000000,73000000,563000000,-3381000000,2936000000,None,0,0,None,185000000,185000000,None,None,None,None,-185000000,None,786000000,None,27906000000,3369000000,722000000,722000000,243000000,369000000,24452000000,23978000000,None,77000000,77000000,77000000,155000000,64000000,1880000000,96000000,288000000,26839000000,1251000000,25000000,112000000,0,37000000,25415000000,None,25336000000,20000000,25336000000,25336000000,0,60000000,1067000000,386000000,-4627000000,1000000,237600000
LYB,Materials,Chemicals,2017-12-31,USD,2018-01-05,2018-12-07,79.8005,61.1769,-0.23337698385348457,6425000000,34484000000,28059000000,28059000000,5460000000,859000000,106000000,967000000,24000000,-491000000,24000000,491000000,-1000000,179000000,None,1174000000,5477000000,598000000,491000000,4895000000,5105000000,5968000000,7142000000,4879000000,5206000000,336000000,None,165000000,758000000,1174000000,1547000000,521000000,237000000,4877000000,-1756000000,-2859000000,-493000000,866000000,866000000,None,1415000000,1415000000,None,None,990000000,None,-866000000,None,650000000,59000000,26206000000,11738000000,1523000000,2830000000,4217000000,3752000000,14105000000,10997000000,5573000000,1138000000,568000000,570000000,3090000000,1635000000,1307000000,925000000,261000000,17257000000,4777000000,2258000000,61000000,70000000,68000000,10824000000,None,8788000000,2000000,None,8856000000,157000000,2275000000,8949000000,15749000000,15746000000,31000000,394512054
CHT,Communication Services,Diversified Telecommunication Services,2017-12-31,TWD,2018-01-05,2018-12-07,31.1745,31.0106,-0.005257502125134266,80677000000,227514000000,146837000000,146837000000,46808000000,4626000000,3886000000,33869000000,None,183000000,834613000,22000000,None,0,None,31930000000,48009000000,7849000000,None,40160000000,None,46859000000,78789000000,38988000000,70932000000,None,None,None,None,31930000000,38180000000,0,-1469000000,None,-36721000000,-36608000000,None,None,None,None,38336000000,38336000000,None,None,None,None,0,None,0,0,450902000000,79334000000,28825000000,28825000000,10899000000,None,371568000000,288708000000,0,54674000000,54674000000,209000000,None,9077000000,5308000000,2312000000,16170000000,81492000000,63939000000,None,None,None,70000000,17553000000,0,1600000000,70000000,None,1670000000,35631000000,3458000000,360936000000,0,134888000000,77574000000,776793300
YUM,Consumer Discretionary,"Hotels, Restaurants & Leisure",2017-12-31,USD,2018-01-05,2018-12-07,76.9328,85.4501,0.1107109061414638,-465000000,5878000000,197000000,2954000000,2761000000,214000000,22000000,3117000000,5000000,-445000000,28000000,473000000,86000000,1083000000,None,33000000,2274000000,934000000,473000000,2391000000,1527000000,2761000000,2780000000,1340000000,1030000000,843000000,None,-228000000,29000000,253000000,318000000,19000000,3000000,2391000000,1472000000,-1795000000,None,1960000000,1960000000,None,416000000,416000000,None,None,1088000000,None,12000000,None,4429000000,61000000,5311000000,2507000000,1522000000,1522000000,13000000,400000000,2665000000,1697000000,1480000000,622000000,110000000,512000000,None,40000000,60000000,397000000,346000000,11645000000,1512000000,None,None,761000000,375000000,9429000000,None,19495000000,386000000,None,19870000000,1018000000,704000000,-6334000000,None,-6063000000,0,335000000
AVB,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,152.3356,169.172,0.11052176904151097,1592585000,2158628000,566043000,509882000,1398978000,50673000,None,1594263000,-5936000,-199661000,70744000,199661000,2265342000,-2736000,584150000,584150000,877062000,141000,225133000,876660000,870012000,1076723000,1660873000,876921000,1256257000,207842000,6118000,18304000,-15190000,585892000,8809000,None,None,876660000,-965381000,-418947000,-1106225000,None,None,None,772657000,772079000,None,111093000,None,None,111093000,None,-128071000,None,18414821000,112907000,67088000,67088000,1374664000,None,6342118000,6178643000,None,None,None,None,17881032000,163475000,134818000,420882000,17763376000,8020719000,632776000,None,None,None,58473000,7393999000,None,7404313000,7349588000,None,7404313000,547399000,632776000,10394102000,None,188609000,1381000,138094154
CRH,Materials,Construction Materials,2017-12-31,USD,2018-01-05,2018-12-07,33.6265,23.1916,-0.3103177553417691,9977925474.48,30256496388.90,20278570914.41,20278570914.41,2513376682.58,2382609112.94,0,7464548791.90,None,-348000000,-237000000,397101518.82,None,0,None,1286081051.90,2239844518.56,65983636.06,None,1812000000,None,2608153178.01,3894234229.91,2145068023.13,2626148715.12,None,None,None,None,1286081051.90,1252489382.63,0,-219545552.70,None,-2685000000,411497948.51,None,None,None,None,562660460.21,562660460.21,None,None,None,None,-3599107.42,None,0,0,37950188353.29,11722292871.37,2537370732.06,2537370732.06,3257192216.33,None,26227895481.92,13094000000,0,370708064.40,370708064.40,8283945581.50,None,1273000000,0,2132729922.98,477365909.25,19982244403.39,7235405619.41,None,None,None,379105981.72,12746838783.98,0,7653000000,316000000,None,9568826930.92,4092185138.09,98000000,17384888547.64,-15000000,9481248650.33,343114907.50,840800000
ALGN,Health Care,Health Care Equipment & Supplies,2017-12-31,USD,2018-01-05,2018-12-07,241.07,210.28,-0.12772223835400504,1116947000,1473413000,356466000,356466000,353611000,738431000,97559000,763336000,None,6948000,11188000,None,9000000,4240000,None,37700000,361580000,130162000,None,231418000,232927000,353611000,391311000,231418000,438539000,51231000,None,156795000,105140000,37739000,195695000,90990000,5481000,231418000,-251477000,-135500000,None,103793000,103793000,None,None,None,None,14461000,None,None,-89332000,None,57106000,5544000,1784009000,1158367000,449511000,721542000,31688000,322825000,610742000,348793000,135808000,89068000,24454000,64614000,366585000,94554000,272031000,80948000,43893000,629721000,500051000,36776000,266842000,None,None,15579000,None,0,None,None,None,194198000,15579000,1154288000,None,267274000,8000,80040000
VRSK,Industrials,Professional Services,2017-12-31,USD,2018-01-05,2018-12-07,94.8565,112.0595,0.18135815679473735,779300000,2021500000,783800000,783800000,801200000,322800000,37400000,497900000,None,-123600000,-4200000,119400000,-100000,0,None,135600000,691000000,135900000,119400000,555100000,793600000,810400000,946000000,555100000,743500000,300200000,None,39900000,76100000,135600000,183500000,45500000,None,555100000,-1105500000,362500000,160000000,276300000,276300000,None,0,163500000,None,0,0,None,-241300000,None,7200000,6700000,6020300000,597600000,142300000,146100000,None,374300000,5406800000,478300000,584700000,4714000000,1345300000,3368700000,8400000,8400000,3800000,42900000,214500000,4094900000,1337600000,None,384700000,724400000,751400000,2644900000,17000000,2280600000,724400000,2280600000,3032000000,68900000,135100000,1925400000,3150500000,3308000000,100000,164878930
PEG,Utilities,Multi-Utilities,2017-12-31,USD,2018-01-05,2018-12-07,42.9859,49.6997,0.156186098232211,4117000000,9094000000,4967000000,2778000000,1429000000,31000000,None,7665000000,30000000,-391000000,21000000,391000000,55000000,82000000,None,103000000,1268000000,-306000000,391000000,1574000000,1608000000,1659000000,1762000000,1574000000,3260000000,458000000,None,16000000,25000000,1986000000,4307000000,-65000000,None,1574000000,-4256000000,885000000,154000000,None,None,None,870000000,870000000,None,None,2175000000,None,0,None,-110000000,None,42716000000,3312000000,313000000,313000000,577000000,1771000000,7607000000,31797000000,None,130000000,114000000,16000000,36000000,932000000,None,4000000,266000000,18641000000,4168000000,1694000000,None,1542000000,542000000,12633000000,None,13068000000,1000000000,12068000000,13610000000,461000000,221000000,13847000000,763000000,9878000000,4961000000,505000000
NET,Information Technology,IT Services,2019-12-31,USD,2020-01-10,2020-12-11,17.48,82.41,3.714530892448512,223599000,287022000,63423000,63423000,-107946000,240876000,90669000,331545000,None,-1112000,4475000,1112000,286822000,-1442000,29400000,100000,-104713000,1115000,1112000,-105828000,-105710000,-103601000,-103501000,-105828000,-38917000,786000,None,15744000,20907000,29479000,57279000,11200000,None,-105828000,-417641000,570768000,None,283000,283000,None,None,None,None,None,None,None,573319000,None,114210000,None,298380000,196737000,25055000,25055000,None,None,101643000,73210000,39899000,156000,156000,4083000,None,None,135602000,1157000,1883000,80364000,61379000,14285000,None,None,255000,350506000,10443000,1618000,255000,None,10698000,30277000,6704000,218016000,None,-195878000,85000,91542000
HAL,Energy,Energy Equipment & Services,2017-12-31,USD,2018-01-05,2018-12-07,47.7345,27.8433,-0.4167048989724413,1466000000,20724000000,19258000000,18355000000,1374000000,256000000,360000000,1163000000,112000000,-593000000,-593000000,593000000,104000000,-99000000,None,None,668000000,1131000000,-104000000,-444000000,-478000000,1374000000,1261000000,-463000000,2468000000,648000000,478000000,753000000,1379000000,1556000000,1373000000,1350000000,29000000,-468000000,-1927000000,-2161000000,None,0,0,None,626000000,626000000,None,None,0,None,0,None,-1672000000,-52000000,25085000000,10777000000,2337000000,2337000000,2396000000,5036000000,14308000000,8521000000,12249000000,2693000000,2693000000,2693000000,106000000,36000000,70000000,1008000000,1864000000,16736000000,4862000000,2554000000,257000000,512000000,72000000,12141000000,None,10870000000,512000000,10430000000,10942000000,819000000,835000000,8322000000,6757000000,12668000000,2673000000,873000000
EQR,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,54.3801,63.7866,0.17297687940993123,1904040000,2471406000,567366000,490774000,1004528000,52224000,None,76592000,None,-383890000,6136000,383890000,2458431000,-5186000,743749000,22675000,603932000,478000,396148000,600363000,627833000,1004528000,1010497000,603454000,1265788000,360273000,None,-9551000,449000,778486000,1506000,None,None,628381000,-594296000,-789818000,474250000,None,None,None,750752000,739375000,3091000,None,None,None,35340000,None,-118326000,None,20570599000,50647000,50647000,50647000,None,None,20324979000,19768362000,None,498363000,498363000,None,20044772000,58254000,13211000,50115000,20411583000,9729781000,665386000,None,None,None,299757000,9431350000,None,9071074000,1597000,None,9071074000,250863000,641609000,10242464000,None,1403530000,3680000,368018082
MPLX,Energy,"Oil, Gas & Consumable Fuels",2017-12-31,USD,2018-01-05,2018-12-07,23.6851,23.5381,-0.006206433580605464,2446000000,3867000000,1421000000,1179000000,2204000000,241000000,None,242000000,None,-381000000,-2000000,381000000,253000000,-56000000,683000000,38000000,795000000,1000000,381000000,1191000000,794000000,1176000000,1214000000,794000000,1907000000,266000000,None,81000000,-5000000,736000000,1411000000,-8000000,3000000,836000000,-2308000000,171000000,None,None,None,None,3229000000,3229000000,None,None,2911000000,None,483000000,None,-229000000,None,19500000000,559000000,5000000,5000000,65000000,452000000,18968000000,12187000000,2275000000,2698000000,453000000,2245000000,4010000000,4010000000,4000000,37000000,26000000,8527000000,1304000000,151000000,47000000,1000000,1000000,6992000000,None,123000000,1000000,6966000000,123000000,81000000,None,10973000000,None,None,10478000000,388000000
SIVB,Financials,Banks,2017-12-31,USD,2018-01-05,2018-12-07,243.85,205.8,-0.15603854828788183,782337000,1885296000,1102959000,137075000,-87392000,831729000,None,864605000,None,1420369000,1465140000,44771000,557231000,None,None,38000000,845969000,355463000,44771000,519178000,465604000,890740000,928740000,490506000,646865000,341429000,None,31689000,-46168000,-109208000,50884000,-46168000,None,519178000,-5970496000,5700956000,521062000,0,0,None,17151000,17151000,None,None,None,0,27003000,None,377325000,None,51214467000,2925984000,2923075000,2925984000,None,None,302896000,128682000,265929000,None,None,None,24435172000,35514747000,2909000,191930000,12465101000,46895052000,1033730000,None,None,1033730000,1033730000,100891000,None,695492000,703730000,None,1729222000,45635450000,911755000,4179795000,None,2866837000,53000,52835188
FAST,Industrials,Trading Companies & Distributors,2017-12-31,USD,2018-01-05,2018-12-07,24.4684,25.355,0.036234490199604445,2163600000,4382400000,3513500000,2226900000,881800000,1282800000,None,1293800000,None,-9100000,400000,9100000,1000000,400000,123600000,3800000,873100000,294500000,9100000,578600000,600800000,882200000,886000000,578600000,585200000,8700000,None,93300000,195600000,127400000,119900000,103700000,76300000,578600000,-179300000,-407200000,None,82600000,82600000,None,369100000,369100000,None,None,1015000000,None,-73100000,None,4200000,5500000,2910500000,1935700000,116900000,116900000,1092900000,607800000,974800000,893600000,711300000,None,None,None,None,None,None,118100000,81200000,813600000,351000000,147500000,None,3000000,3000000,412000000,None,415000000,3000000,412000000,415000000,200500000,None,2096900000,None,2110600000,2900000,287591536
TROW,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,94.342,83.5659,-0.11422378156070467,2856500000,4793000000,1936500000,1811900000,2108800000,1792900000,None,2746100000,None,None,392200000,None,4793000000,4100000,143600000,143600000,2421700000,923900000,None,1581200000,1482700000,2108800000,2252400000,1497800000,229500000,None,None,323400000,319400000,143600000,186100000,100800000,None,1581200000,39000000,461500000,None,458100000,458100000,None,563100000,563100000,None,None,None,None,-458100000,None,735300000,5300000,7535400000,1902700000,1902700000,1902700000,363200000,None,1395700000,652000000,944900000,665700000,665700000,665700000,1477300000,78000000,None,None,231900000,718200000,283800000,None,None,None,None,1426500000,None,None,None,None,None,68300000,325200000,5824400000,None,4932900000,49000000,245111000
AMP,Financials,Capital Markets,2017-12-31,USD,2018-01-05,2018-12-07,154.1458,107.5423,-0.30233389427412233,3604000000,12180000000,8471000000,2281000000,521000000,3051000000,None,3083000000,1349000000,-255000000,-207000000,255000000,9556000000,None,141000000,27000000,2214000000,734000000,255000000,1480000000,1509000000,2469000000,2496000000,1480000000,1523000000,70000000,None,-433000000,499000000,435000000,162000000,457000000,None,1480000000,-171000000,-1785000000,0,1485000000,1485000000,None,491000000,491000000,None,None,None,None,-1470000000,None,-398000000,35000000,147480000000,2484000000,2484000000,2484000000,None,None,2653000000,626000000,1900000000,2027000000,852000000,1175000000,35925000000,38056000000,30927000000,-36185000000,113339000000,141485000000,200000000,None,None,200000000,200000000,2891000000,38000000,2891000000,200000000,None,3091000000,136226000000,123910000000,5995000000,13648000000,11326000000,3000000,151000000
ARE,Real Estate,Equity Real Estate Investment Trusts (REITs),2017-12-31,USD,2018-01-05,2018-12-07,114.0634,115.8549,0.015706177441668398,1910531000,2728135000,817604000,325609000,1418536000,75009000,None,491995000,1329000,-128645000,2257000,128645000,859730000,3562000,None,416783000,194204000,None,132096000,169093000,213762000,1418536000,1835319000,169093000,450882000,112113000,None,25573000,81920000,8637000,1569269000,502000,None,194204000,-1737126000,1420341000,-4914000,None,17934000,None,321800000,312131000,9619000,1275397000,5034667000,None,1257463000,None,129349000,1723000,12103953000,277186000,254381000,254381000,None,None,214885000,11070000,None,77663000,77663000,None,10931891000,110618000,523254000,33777000,11089522000,5620784000,449529000,None,None,None,50000000,3395804000,88184000,4764807000,4764910000,3395804000,4764807000,49645000,41387000,5949666000,None,50024000,998000,99783686
OTIS,Industrials,Machinery,2020-12-31,USD,2021-01-08,2021-12-10,65.8465,85.8098,0.3031793641271744,3779000000,12634000000,2169000000,8977000000,1639000000,1924000000,152000000,2315000000,None,-122000000,2000000,124000000,12756000000,None,100000000,91000000,1361000000,455000000,124000000,1056000000,849000000,1639000000,1576000000,906000000,1480000000,307000000,None,6000000,-71000000,196000000,183000000,163000000,76000000,1056000000,-353000000,-844000000,647000000,0,0,None,409000000,260000000,None,None,6300000000,None,3000000,None,283000000,None,9687000000,5658000000,1446000000,1446000000,571000000,None,4029000000,721000000,1082000000,2137000000,490000000,1647000000,None,None,None,251000000,263000000,7361000000,5374000000,1331000000,None,34000000,34000000,2082000000,526000000,5000000,0,5000000,39000000,1773000000,311000000,1700000000,None,0,0,436400000
SLF,Financials,Insurance,2017-12-31,USD,2018-01-05,2018-12-07,35.5563,30.2529,-0.14915500206714422,545163427.73,29334000000,2493374286.33,2493374286.33,3092000000,3672000000,0,20477000000,None,-303000000,-303000000,303000000,None,0,None,209000000,2789000000,302000000,None,2487000000,None,3092000000,3301000000,2487000000,1984000000,None,None,None,None,209000000,182000000,0,0,None,-339000000,-2019000000,None,None,None,None,1155000000,1155000000,None,None,None,None,-175000000,None,0,0,269112000000,262262000000,6096000000,6096000000,0,None,6850000000,624000000,0,1667000000,1667000000,5183000000,None,81433000000,2794000000,251271000000,-82057000000,246141000000,238568000000,None,None,None,140000000,8223000000,0,8223000000,140000000,None,7008000000,236456000000,0,22321000000,0,10305000000,8582000000,615759312
EBAY,Consumer Discretionary,Internet & Direct Marketing Retail,2017-12-31,USD,2018-01-05,2018-12-07,37.963,27.7955,-0.26782656797408005,7706000000,9927000000,2221000000,2222000000,2264000000,3546000000,1224000000,5442000000,177000000,-292000000,177000000,292000000,167000000,11000000,None,676000000,2271000000,3288000000,292000000,-1013000000,-176000000,2563000000,3239000000,-1017000000,3146000000,593000000,None,1440000000,324000000,612000000,666000000,195000000,None,-1012000000,-1295000000,-1784000000,None,2746000000,2746000000,None,0,473000000,None,120000000,2484000000,None,-2626000000,None,304000000,238000000,25986000000,7744000000,2120000000,5863000000,None,695000000,13043000000,1597000000,4410000000,4842000000,69000000,4773000000,9194000000,6331000000,3743000000,1185000000,273000000,17937000000,3559000000,330000000,77000000,781000000,781000000,1720000000,None,9234000000,750000000,9234000000,10015000000,2134000000,1720000000,8049000000,21892000000,13929000000,2000000,1029000000
TTD,Information Technology,Software,2017-12-31,USD,2018-01-05,2018-12-07,4.835,13.357,1.7625646328852116,111131000,302486000,191355000,66230000,69356000,119825000,52806000,182220000,None,-1698000,93000,1791000,-3940000,-3940000,None,5300000,63625000,12827000,1791000,50798000,50798000,65416000,70716000,50798000,31224000,1320000,None,180164000,229069000,7209000,13064000,224636000,None,50798000,-16064000,7390000,None,None,None,None,None,None,None,None,None,None,6997000,None,22550000,None,797164000,765813000,155950000,155950000,None,599565000,27992000,17405000,8903000,4399000,4399000,None,None,None,None,10298000,10587000,551581000,518532000,490377000,None,None,27000000,33049000,None,27000000,27000000,27000000,27000000,40816000,6049000,245583000,None,35980000,0,41117000
